author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet,border closure,,,,
8.06343E+17,2020-03-17 11:23:39+00:00, ,1.23988E+18,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
3099880800,2020-03-17 11:13:30+00:00, ,1.23987E+18,en,0,0,0,25, ,"RT @Reuters: Food, freight from Malaysia to Singapore not hit by border closure https://t.co/iZZ3CPJcFL https://t.co/EeA1CSGffV",border closure,,,,
438998884,2020-03-17 11:10:55+00:00, ,1.23987E+18,en,0,0,0,25, ,"RT @Reuters: Food, freight from Malaysia to Singapore not hit by border closure https://t.co/iZZ3CPJcFL https://t.co/EeA1CSGffV",border closure,,,,
1389178064,2020-03-17 11:10:26+00:00, ,1.23987E+18,en,0,0,0,25, ,"RT @Reuters: Food, freight from Malaysia to Singapore not hit by border closure https://t.co/iZZ3CPJcFL https://t.co/EeA1CSGffV",border closure,,,,
8.29658E+17,2020-03-17 11:08:05+00:00, ,1.23987E+18,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
3049824545,2020-03-17 11:08:04+00:00, ,1.23987E+18,en,0,0,0,25, ,"RT @Reuters: Food, freight from Malaysia to Singapore not hit by border closure https://t.co/iZZ3CPJcFL https://t.co/EeA1CSGffV",border closure,,,,
8.29658E+17,2020-03-17 11:06:00+00:00, ,1.23987E+18,en,0,0,0,25, ,"RT @Reuters: Food, freight from Malaysia to Singapore not hit by border closure https://t.co/iZZ3CPJcFL https://t.co/EeA1CSGffV",border closure,,,,
1.08259E+18,2020-03-17 11:05:55+00:00, ,1.23987E+18,en,0,0,0,25, ,"RT @Reuters: Food, freight from Malaysia to Singapore not hit by border closure https://t.co/iZZ3CPJcFL https://t.co/EeA1CSGffV",border closure,,,,
154637785,2020-03-17 10:58:51+00:00, ,1.23987E+18,en,0,0,0,25, ,"RT @Reuters: Food, freight from Malaysia to Singapore not hit by border closure https://t.co/iZZ3CPJcFL https://t.co/EeA1CSGffV",border closure,,,,
2230390934,2020-03-17 10:57:40+00:00, ,1.23987E+18,en,0,0,0,25, ,"RT @Reuters: Food, freight from Malaysia to Singapore not hit by border closure https://t.co/iZZ3CPJcFL https://t.co/EeA1CSGffV",border closure,,,,
2458510246,2020-03-17 10:55:41+00:00, ,1.23987E+18,en,0,0,0,25, ,"RT @Reuters: Food, freight from Malaysia to Singapore not hit by border closure https://t.co/iZZ3CPJcFL https://t.co/EeA1CSGffV",border closure,,,,
171026944,2020-03-17 10:54:41+00:00, ,1.23987E+18,en,0,0,0,25, ,"RT @Reuters: Food, freight from Malaysia to Singapore not hit by border closure https://t.co/iZZ3CPJcFL https://t.co/EeA1CSGffV",border closure,,,,
8.4003E+17,2020-03-17 10:52:22+00:00, ,1.23987E+18,en,0,0,0,25, ,"RT @Reuters: Food, freight from Malaysia to Singapore not hit by border closure https://t.co/iZZ3CPJcFL https://t.co/EeA1CSGffV",border closure,,,,
593490220,2020-03-17 10:51:58+00:00, ,1.23987E+18,en,0,0,0,25, ,"RT @Reuters: Food, freight from Malaysia to Singapore not hit by border closure https://t.co/iZZ3CPJcFL https://t.co/EeA1CSGffV",border closure,,,,
175929337,2020-03-17 10:48:13+00:00, ,1.23987E+18,en,0,0,0,25, ,"RT @Reuters: Food, freight from Malaysia to Singapore not hit by border closure https://t.co/iZZ3CPJcFL https://t.co/EeA1CSGffV",border closure,,,,
1.05878E+18,2020-03-17 10:46:52+00:00, ,1.23987E+18,en,0,0,0,25, ,"RT @Reuters: Food, freight from Malaysia to Singapore not hit by border closure https://t.co/iZZ3CPJcFL https://t.co/EeA1CSGffV",border closure,,,,
210990232,2020-03-17 10:46:50+00:00, ,1.23987E+18,en,0,0,0,25, ,"RT @Reuters: Food, freight from Malaysia to Singapore not hit by border closure https://t.co/iZZ3CPJcFL https://t.co/EeA1CSGffV",border closure,,,,
1652541,2020-03-17 10:45:34+00:00, ,1.23987E+18,en,64,1,3,25, ,"Food, freight from Malaysia to Singapore not hit by border closure https://t.co/iZZ3CPJcFL https://t.co/EeA1CSGffV",border closure,,,,
2816950470,2020-03-17 10:43:47+00:00, ,1.23987E+18,en,0,0,0,0, ,Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/4N5QzUQHIo #CoronaVirusUpdates,border closure,,,,
1181472344,2020-03-17 10:39:27+00:00, ,1.23986E+18,en,1,0,0,0, ,"Malaysia‚Äôs border closure will not affect flow of food supplies: PM Lee, Singapore‚Äôs non-oil exports up 3% in February, reversing January‚Äôs drop at
 https://t.co/8ueFsUQpjJ",border closure,,,,
23922797,2020-03-17 10:01:03+00:00, ,1.23985E+18,en,5,0,0,1, ,"Singapore soothes food supply, worker disruption fears as Malaysia border closure looms https://t.co/jUL6Sis4sa",border closure,,,,
3300720066,2020-03-17 09:54:39+00:00, ,1.23985E+18,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
8.71721E+17,2020-03-17 09:35:32+00:00, ,1.23985E+18,en,0,0,0,1, ,"RT @RHAMembers: Food, #Freight from Malaysia to Singapore not hit by border closure

More: https://t.co/vgvpNvAxQx

#Cargo #Close #Company‚Ä?
750959971,2020-03-17 09:31:03+00:00, ,1239846699943657472,en,0,0,0,5, ,RT @maximos62: Singapore‚Äôs Trade and Industry Minister on food supplies given the imminent closure of the border with Malaysia. Such excell‚Ä?
99539910,2020-03-17 09:21:57+00:00, ,1239844410487197696,en,0,0,0,0, ,Food",border closure,,,,
2430140064,2020-03-17 09:19:45+00:00, ,1.23984E+18,en,0,0,0,3, ,RT @NileBowie: Does the border closure to Singapore also apply to non-Malaysians? Trying to get a clear picture on this after my scheduled‚Ä?,border closure,,,,
252009888,2020-03-17 09:15:45+00:00, ,1.23984E+18,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
375540296,2020-03-17 09:11:44+00:00, ,1.23984E+18,en,1,0,0,1, ,"Food, #Freight from Malaysia to Singapore not hit by border closure

More: https://t.co/vgvpNvAxQx

#Cargo #Close #Company #Goods #Help #Shop #Work",border closure,,,,
275942684,2020-03-17 09:10:58+00:00, ,1.23984E+18,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
1.08259E+18,2020-03-17 09:10:29+00:00, ,1.23984E+18,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
65466158,2020-03-17 09:02:54+00:00, ,1.23984E+18,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
174022704,2020-03-17 09:00:00+00:00, ,1.23984E+18,en,0,0,0,0, ,"Food, freight from Malaysia to Singapore not hit by border closure https://t.co/NplgzLdVJK",border closure,,,,
4777873141,2020-03-17 08:51:55+00:00, ,1.23984E+18,en,0,0,0,5, ,RT @maximos62: Singapore‚Äôs Trade and Industry Minister on food supplies given the imminent closure of the border with Malaysia. Such excell‚Ä?,border closure,,,,
3316713321,2020-03-17 08:47:17+00:00, ,1.23984E+18,en,0,0,0,0, ,"Food, freight from Malaysia to Singapore not hit by border closure https://t.co/oJTyPSYQUs",border closure,,,,
1.21378E+18,2020-03-17 08:46:10+00:00, ,1.23984E+18,en,0,0,0,0, ,"Food, freight from Malaysia to Singapore not hit by border¬†closure
Source: Reuters
https://t.co/dvyyv5mmtQ",border closure,,,,
1.13776E+18,2020-03-17 08:42:45+00:00, ,1.23983E+18,en,0,0,0,0, ,"Food, freight from Malaysia to Singapore not hit by border closure https://t.co/zahiX078ch https://t.co/9nb5tQBEGT",border closure,,,,
7.09632E+17,2020-03-17 08:40:10+00:00, ,1.23983E+18,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
9.12916E+17,2020-03-17 08:38:58+00:00, ,1.23983E+18,en,0,0,0,3, ,RT @NileBowie: Does the border closure to Singapore also apply to non-Malaysians? Trying to get a clear picture on this after my scheduled‚Ä?,border closure,,,,
2506473625,2020-03-17 08:34:27+00:00, ,1.23983E+18,en,0,0,0,3, ,RT @NileBowie: Does the border closure to Singapore also apply to non-Malaysians? Trying to get a clear picture on this after my scheduled‚Ä?,border closure,,,,
9.37963E+17,2020-03-17 08:24:27+00:00, ,1.23983E+18,en,0,0,0,0, ,"Food, freight from Malaysia to Singapore not hit by border closure https://t.co/T33kMh8NhR",border closure,,,,
2325340434,2020-03-17 08:21:59+00:00, ,1.23983E+18,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
1181472344,2020-03-17 08:15:32+00:00, ,1.23983E+18,en,0,0,0,0, ,"Malaysians working in #Singapore affected by border closure, but flow of food supplies will continue: PM Lee https://t.co/eF6HuUfsqo",border closure,,,,
106949417,2020-03-17 08:11:14+00:00, ,1.23983E+18,en,4,0,4,3, ,"Does the border closure to Singapore also apply to non-Malaysians? Trying to get a clear picture on this after my scheduled KL-SG bus trip was cancelled by the operator. Would there be any way to get across after movement orders are enforced tomorrow? 

https://t.co/JGnGdV4bSv",border closure,,,,
9.32746E+17,2020-03-17 08:10:03+00:00, ,1.23983E+18,en,0,0,0,0, ,"Singapore soothes meals provide, employee disruption fears as Malaysia border closure looms ‚Ä?NEWPAPER24 https://t.co/i1C5XJGI2Y",border closure,,,,
52365822,2020-03-17 07:57:07+00:00, ,1.23982E+18,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
80721602,2020-03-17 07:51:52+00:00, ,1.23982E+18,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
16329558,2020-03-17 07:50:46+00:00, ,1.23982E+18,en,0,0,0,5, ,RT @maximos62: Singapore‚Äôs Trade and Industry Minister on food supplies given the imminent closure of the border with Malaysia. Such excell‚Ä?,border closure,,,,
34635043,2020-03-17 07:44:57+00:00, ,1.23982E+18,en,7,0,0,5, ,Singapore‚Äôs Trade and Industry Minister on food supplies given the imminent closure of the border with Malaysia. Such excellent communication with the nation. Australian Ministers could learn a lot from this clarity &amp; transparency. https://t.co/1R0k2eRSHl,border closure,,,,
3812899180,2020-03-17 07:44:42+00:00, ,1.23982E+18,en,0,0,0,8, ,"RT @IndiaToday: Malaysia is a key source of staples for Singapore, which imports more than 90% of its food
#Coronavirus
https://t.co/ZMgG97‚Ä?
44951167,2020-03-17 07:44:30+00:00, ,1239819887398305793,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6
1070996683595505664,2020-03-17 07:37:15+00:00, ,1239818060606791680,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6
1225324757802864640,2020-03-17 07:36:55+00:00, ,1239817978620698625,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6
10422132,2020-03-17 07:36:02+00:00, ,1239817755857059840,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6
274421647,2020-03-17 07:33:48+00:00, ,1239817194034192385,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6
867119120,2020-03-17 07:30:02+00:00, ,1239816245995683840,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6
1084968143011962880,2020-03-17 07:29:37+00:00, ,1239816141062586380,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6
768232677237465088,2020-03-17 07:25:57+00:00, ,1239815217544138752,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6
830694715720863744,2020-03-17 07:20:57+00:00, ,1239813958934159361,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6
66925007,2020-03-17 07:20:53+00:00, ,1239813944291844096,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6
1044831086,2020-03-17 07:17:08+00:00, ,1239813001060003840,en,0,0,0,0, ,""Singaporeans Stock Up After Malaysia Announces Coronavirus Border Closure"""" by Reuters via NYT https://t.co/fUFIxitrAn""",border closure,,,,
4566233175,2020-03-17 07:17:01+00:00, ,1.23981E+18,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
9.02105E+17,2020-03-17 07:13:34+00:00, ,1.23981E+18,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
54179912,2020-03-17 07:13:12+00:00, ,1.23981E+18,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
351052454,2020-03-17 07:12:54+00:00, ,1.23981E+18,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
6107302,2020-03-17 07:12:07+00:00, ,1.23981E+18,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
184725734,2020-03-17 07:10:47+00:00, ,1.23981E+18,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
527277460,2020-03-17 07:10:46+00:00, ,1.23981E+18,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
14769495,2020-03-17 07:09:22+00:00, ,1.23981E+18,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
597862279,2020-03-17 07:08:11+00:00, ,1.23981E+18,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
48494050,2020-03-17 07:08:02+00:00, ,1.23981E+18,en,1,0,0,0, ,Singaporeans stock up after Malaysia announces coronavirus border... https://t.co/nLUZyuGIiy,border closure,,,,
3040000703,2020-03-17 07:07:46+00:00, ,1.23981E+18,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
63839834,2020-03-17 07:07:46+00:00, ,1.23981E+18,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
1.13146E+18,2020-03-17 07:07:42+00:00, ,1.23981E+18,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
51036282,2020-03-17 07:07:14+00:00, ,1.23981E+18,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
1.23981E+18,2020-03-17 07:07:03+00:00, ,1.23981E+18,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
120806223,2020-03-17 07:07:03+00:00, ,1.23981E+18,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
1.22379E+18,2020-03-17 07:06:33+00:00, ,1.23981E+18,en,0,0,0,0, ,Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/YcdW1IHQ02 Reuters #Corona #wiwt #Covid19 #friday #update #who #tbt https://t.co/EuMlHAaUe7,border closure,,,,
350821444,2020-03-17 07:06:28+00:00, ,1.23981E+18,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
138306683,2020-03-17 07:06:24+00:00, ,1.23981E+18,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
2574825973,2020-03-17 07:05:59+00:00, ,1.23981E+18,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
1.23847E+18,2020-03-17 07:05:35+00:00, ,1.23981E+18,en,0,0,0,52, ,RT @Reuters: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
1652541,2020-03-17 07:05:29+00:00, ,1.23981E+18,en,73,4,7,52, ,Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/P7WXmwK3rC https://t.co/rdIrGV4uz6,border closure,,,,
342998260,2020-03-17 07:01:15+00:00, ,1.23981E+18,en,1,0,0,0, ,Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/v0VLH5DLOG by @RDchatters,border closure,,,,
39221883,2020-03-17 06:59:58+00:00, ,1.23981E+18,en,0,0,0,0, ,Seriously? Again üòë? https://t.co/jFJbWyfXPR,border closure,,,,
219251562,2020-03-17 06:53:16+00:00, ,1.23981E+18,en,0,0,1,0, ,S'poreans rush to stock up food https://t.co/ccwbh5YQzg,border closure,,,,
493971601,2020-03-17 06:51:59+00:00, ,1.23981E+18,en,0,0,0,8, ,"RT @IndiaToday: Malaysia is a key source of staples for Singapore, which imports more than 90% of its food
#Coronavirus
https://t.co/ZMgG97‚Ä?
778630867950460929,2020-03-17 06:41:03+00:00, ,1239803919473061888,en,0,0,0,1, ,RT @MonicavanDelden: Singapore calms food supply",border closure,,,,
986750503,2020-03-17 06:40:36+00:00, ,1.2398E+18,en,0,0,0,1, ,"Singapore calms food supply, worker travel fears as Malaysia border closure looms https://t.co/gk9nbyO0Lz #Coronavirusoutbreak #CoronavirusoutbreakAllstories https://t.co/UwCE7UUvUl",border closure,,,,
1026931448,2020-03-17 06:40:05+00:00, ,1.2398E+18,en,0,0,0,8, ,"RT @IndiaToday: Malaysia is a key source of staples for Singapore, which imports more than 90% of its food
#Coronavirus
https://t.co/ZMgG97‚Ä?
2415709224,2020-03-17 06:36:34+00:00, ,1239802789590642689,en,0,0,0,1, ,RT @ReutersUK: Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/ZO7WmJqhRK https://t.co/bKc4s3zTe2
17038090,2020-03-17 06:35:38+00:00, ,1239802554512531458,en,2,0,0,1, ,Singaporeans stock up after Malaysia announces coronavirus border closure https://t.co/ZO7WmJqhRK https://t.co/bKc4s3zTe2
140763531,2020-03-17 06:20:30+00:00, ,1239798746617020417,en,0,0,0,8, ,RT @IndiaToday: Malaysia is a key source of staples for Singapore",border closure,,,,
8.21552E+17,2020-03-17 06:20:29+00:00, ,1.2398E+18,en,0,0,0,8, ,"RT @IndiaToday: Malaysia is a key source of staples for Singapore, which imports more than 90% of its food
#Coronavirus
https://t.co/ZMgG97‚Ä?
1219605913,2020-03-17 06:18:17+00:00, ,1239798191089836034,en,0,0,0,8, ,RT @IndiaToday: Malaysia is a key source of staples for Singapore",border closure,,,,
21954222,2020-03-17 06:16:04+00:00, ,1.2398E+18,en,0,0,0,0, ,Singaporeans stock up after Malaysia announces coronavirus border closure - Reuters https://t.co/cEEWXFSEbQ,border closure,,,,
1073676020,2020-03-17 06:14:02+00:00, ,1.2398E+18,en,0,0,0,8, ,"RT @IndiaToday: Malaysia is a key source of staples for Singapore, which imports more than 90% of its food
#Coronavirus
https://t.co/ZMgG97‚Ä?
1238467680773894146,2020-03-17 06:13:21+00:00, ,1239796946635612160,en,0,0,0,8, ,RT @IndiaToday: Malaysia is a key source of staples for Singapore",border closure,,,,
19897138,2020-03-17 06:13:15+00:00, ,1.2398E+18,en,27,1,1,8, ,"Malaysia is a key source of staples for Singapore, which imports more than 90% of its food
#Coronavirus
https://t.co/ZMgG97Wuq7",border closure,,,,
283604227,2020-03-17 06:07:35+00:00, ,1.2398E+18,en,0,0,0,0, ,"Singapore soothes food supply, worker disruption fears as Malaysia border closure looms https://t.co/EJUJHzNDKr https://t.co/mIeHHiQ89f",border closure,,,,
1.2229E+18,2020-03-17 06:06:43+00:00, ,1.2398E+18,en,1,0,0,0, ,„ÄêSingaporeüá∏üá¨„ÄëSingaporeans stock up after Malaysia announces coronavirus border closure,border closure,,,,
99539910,2020-03-17 05:28:25+00:00, ,1.23979E+18,en,0,0,0,0, ,Singaporeans stock up after Malaysia announces coronavirus border closure: https://t.co/iIQ6idaiGW - https://t.co/r8JgAR8XKc https://t.co/ugRzwBopAg,border closure,,,,
166139185,2020-03-16 23:20:26+00:00, ,1.23969E+18,en,0,0,0,0, ,Very grey area on restrictions for border closure. How to go work in Singapore?,border closure,,,,
218372201,2020-03-15 22:05:35+00:00, ,1.23931E+18,en,0,0,0,1, ,RT @sterndavidi: @mjrowland68 @normanswan @BreakfastNews So Singapore hasn't closed schools and seems to have #COVID„É?9 under control. I th‚Ä?,border closure,,,,
36035935,2020-03-15 21:37:24+00:00, ,1.2393E+18,en,2,0,6,1, ,@mjrowland68 @normanswan @BreakfastNews So Singapore hasn't closed schools and seems to have #COVID„É?9 under control. I think the border closure will have a big impact. Eg in ACT we've tested 700 people and only found 1 case. There isn't a big reservoir out there yet.,border closure,,,,
548610380,2020-03-15 14:44:37+00:00, ,1.2392E+18,en,0,0,0,0, ,@nkorotash the Singapore eg. she gives of open schools was part of a larger plan accompanied by very strict border closure at the very beginning.,border closure,,,,
8.27053E+17,2020-03-15 06:19:12+00:00, ,1.23907E+18,en,3,0,0,1, ,"Soft border closure is a good first step. But given the new cases in NZ over the weekend we must plan to act like Singapore and Korea have done. Nothing short of this, or we will follow down the same path
Please @minhealthnz @jacindaardern expand the criteria for testing https://t.co/kIxsteB0s4",border closure,,,,
25051446,2020-04-29 21:53:45+00:00, ,1.25562E+18,en,0,0,0,0, ,"@elonmusk Strange that all the countries with best results fighting this disease: Taiwan, S Korea, Japan, Singapore, used border closure, masks, scanning and tracking, isolating vulnerable, urban disinfection etc, did not use full lockdown, but all Western leaders can only do is self harm",border closure,,,,
25051446,2020-04-29 21:52:23+00:00, ,1.25562E+18,en,3,0,0,0, ,"@MailOnline Strange that all the countries with best results fighting this disease: Taiwan, S Korea, Japan, Singapore, used border closure, masks, scanning and tracking, isolating vulnerable, urban disinfection etc, did not use full lockdown, but all Western leaders can only do is self harm",border closure,,,,
102098902,2020-04-26 23:02:47+00:00, ,1.25455E+18,en,2,0,4,0, ,"Wife, newborn daughter and two sons are in Johor while father Ahmad Abdillah Haron is at work in Singapore, separated by MCO closure of the border.
#FMTNews #Family #Singapore  #MCO   https://t.co/m1wXirUrIO",border closure,,,,
132094874,2020-04-25 10:50:30+00:00, ,1.254E+18,en,1,0,0,0, ,"The Malaysian equivalent of Australia's Fi-Fo workers , thousands of whom queued  for hours at the Causeway border to get back to Singapore when Border closure was announced - I imagine they'll be regretting that now. https://t.co/g2chMu78HR",border closure,,,,
561492593,2020-04-23 21:50:49+00:00, ,1.25344E+18,en,0,0,0,1, ,"RT @JimmyJoeYam: Point

""Dr. Tam followed the #WHO lead against border closure, mandatory quarantine, and the mass use of masks by the publ‚Ä?
990043728344748036,2020-04-23 16:19:08+00:00, ,1253357750429589505,en,5,0,1,1, ,Point",border closure,,,,
2350074902,2020-04-20 23:45:54+00:00, ,1.25238E+18,en,0,0,0,0, ,"@village_oracle @anaga_banner @okekepolice @BashirAhmaad Ghana, Singapore etc closed their borders but what's their statistics at the moment ? That shows u border closure is even effect as you believe. Besides if the govt enforces border closure, you understand how porous other borders. It doesn't cost u #200 to cross from Cameroun.",border closure,,,,
4911988780,2020-04-15 08:19:52+00:00, ,1.25034E+18,en,2,0,2,0, ,"@oluwadaser Strict enforcement of border closure. We have no confirmed case yet. Why are we on lockdown??? We need to think about peoples livelyhoods. Palliatives can never reach everyone. South Korea, Japan Singapore all have confirmed cases and are top class economies that can withstand",border closure,,,,
1.04446E+18,2020-04-13 00:50:59+00:00, ,1.2495E+18,en,0,0,0,0, ,"More than 2 months ago there was evidence mounting that there were multiple conveyors of the virus, 1 from Singapore. Forget @realDonaldTrump, why didn't all the 'smart' the 'great and the good' demand border closure/pandemic protocols? https://t.co/iiQx5YFueH",border closure,,,,
3458183369,2020-04-08 09:00:33+00:00, ,1.24781E+18,en,0,0,1,0, ,"@TheloniousPhunk @SerenityLeeElf @OgbeniDipo Border closure did help Russia and Singapore, ask Italy what political correctness did for them; Google it  ""hug a Chinese""",border closure,,,,
481367799,2020-04-08 06:16:16+00:00, ,1.24777E+18,en,0,0,0,1, ,"RT @Viviana_Zhu: 2Ô∏è‚É£
#Singapore: A combination of digital #tracing of patients and their contacts, #quarantine, border controls including s‚Ä?
386238149,2020-04-08 06:06:56+00:00, ,1247767868852191234,en,1,0,1,1, ,2Ô∏è‚É£",border closure,,,,
3295428196,2020-04-04 16:25:43+00:00, ,1.24647E+18,en,0,0,0,0, ,"@st_adjei @GHOneTV Wow! I am surprised by this question. Do you watch the news, Sir? Well China, South Korea, Singapore, Taiwan, Macau and others have all gotten ahead of the curve.They combined border closure, lock down and very extensive and widespread testing to get ahead of the infection curve.",border closure,,,,
1352231142,2020-04-03 21:14:49+00:00, ,1.24618E+18,en,0,0,0,5, ,"RT @mtdtl: Our series on policy choices in East Asia against #COVID19 continues with Singapore: intrusive digital tracing, border controls‚Ä?
203384352,2020-04-03 19:06:57+00:00, ,1246152225325449216,en,0,0,0,5, ,RT @mtdtl: Our series on policy choices in East Asia against #COVID19 continues with Singapore: intrusive digital tracing",border closure,,,,
