author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet,S pass
632633144,2012-07-12 10:06:45+00:00, ,2.23358E+17,en,0,0,0,0, ,"Check out this great reward: Universal Studios Singapore ? One Day Child Pass
 Points: S$3,300 
 Amount: S$.00
Download DBS Rew",S pass
45510556,2012-07-12 09:06:41+00:00, ,2.23343E+17,en,0,0,0,0, ,"National Day is approaching, but as years pass, it's getting more obvious that lesser ppl are hanging national flags #patriotic #Singapore",S pass
419479070,2012-07-12 06:34:14+00:00, ,2.23304E+17,en,0,0,0,0, ,I'm at Work Pass Services Centre (WPSC) (Singapore) http://t.co/JkViFqr7,S pass
47571546,2012-07-12 06:05:22+00:00, ,2.23297E+17,en,0,0,0,0, ,Great Singapore Sale 2012 - Singapore Flyer Offer! More details =&gt; http://t.co/HssFC6yw,S pass
400259200,2012-07-11 18:57:17+00:00, ,2.23129E+17,en,0,0,0,0, ,"Changi airport, Singapore, has the most random things to do to pass time by. It's always been my favourite airport.",S pass
608770106,2012-07-11 09:09:33+00:00, ,2.22981E+17,en,0,0,0,1, ,RT @sgbroadcast: [YH!SG-FB] A fan at KARA's showcase looks like he is about to pass out from happiness when...: A fan ... http://t.co/NG ...,S pass
398096178,2012-07-11 09:07:49+00:00, ,2.22981E+17,en,1,0,0,1, ,[YH!SG-FB] A fan at KARA's showcase looks like he is about to pass out from happiness when...: A fan ... http://t.co/NGAEXHVJ #singapore,S pass
16050085,2012-07-11 03:55:11+00:00, ,2.22902E+17,en,0,0,0,0, ,I'm at Ministry of Manpower Employment Pass Services Center (Singapore) http://t.co/QtxFM5Y0,S pass
166991105,2012-07-10 07:26:46+00:00, ,2.22593E+17,en,0,0,0,0, ,"I think as time pass, our Singapore Currency in children's perception is getting lower and lower. Used to only get $1.20 everyday",S pass
47571546,2012-07-10 06:05:14+00:00, ,2.22572E+17,en,0,0,0,0, ,Great Singapore Sale 2012 - Singapore Flyer Offer! More details =&gt; http://t.co/ZUpjFFpz,S pass
22475917,2012-07-09 14:42:17+00:00, ,2.2234E+17,en,0,0,1,0, ,@Momofthreeunder I have to put 'Homemaker' as my job title in Singapore as I am on a Depedant's Pass. I grit my teeth as I write the words.,S pass
419479070,2012-07-09 07:36:44+00:00, ,2.22233E+17,en,0,0,0,0, ,I'm at Work Pass Services Centre (WPSC) (Singapore) http://t.co/gVv3A23g,S pass
155271824,2012-07-09 06:53:00+00:00, ,2.22222E+17,en,0,0,1,0, ,Pls let me pass. (@ Singapore Safety Driving Centre (SSDC)) http://t.co/GsaNcUmd,S pass
214793113,2012-07-08 23:30:16+00:00, ,2.2211E+17,en,0,0,0,0, ,@thinyapple time will pass fast and soon you will get over it! He will be safe and all in Singapore Navy's hand! :D,S pass
213611646,2012-07-08 15:42:48+00:00, ,2.21993E+17,en,0,0,0,0, ,@xiangggg @bugfany WTF. LOL. But it's kara in Singapore for the first time. Can't pass up this chance :/,S pass
57562359,2012-07-06 10:45:51+00:00, ,2.21193E+17,en,0,0,0,0, ,@Gladys1226 WHOA! i have a friend from singapore who is also with media pass! her hair is purple! Name's Engracia!,S pass
424192319,2012-07-06 06:03:20+00:00, ,2.21122E+17,en,0,0,0,0, ,Its Singapore's centre pass but Fiji turns it over in the circle. First goal to Maria Lutua of Fiji.,S pass
47571546,2012-07-05 07:05:20+00:00, ,2.20775E+17,en,0,0,0,0, ,Great Singapore Sale 2012 - Singapore Flyer Offer! More details =&gt; http://t.co/MOTgeZq4,S pass
14065526,2012-07-04 04:40:23+00:00, ,2.20376E+17,en,0,0,0,1, ,RT @keithdsouza: Ouchh...... AI pilots hack into Boeing's training module in Singapore to pass http://t.co/3NeZQjdu ?_?,S pass
5717992,2012-07-04 04:22:15+00:00, ,2.20372E+17,en,0,0,1,1, ,Ouchh...... AI pilots hack into Boeing's training module in Singapore to pass http://t.co/3NeZQjdu ?_?,S pass
156829253,2012-07-03 17:04:27+00:00, ,2.20201E+17,en,0,0,0,0, ,"can they pleeeease pass this law here?!
¡°@DumbestLaws: It¡¯s illegal to carry a Bible or to talk to anyone about Jesus Christ. (Singapore)¡±",S pass
164298839,2012-07-02 14:33:15+00:00, ,2.19801E+17,en,0,0,0,0, ,@whatedsaid I can pass on details of your daughter's workshop to the PYP Coordinator netwrok in Singapore if you like? Most on holiday now..,S pass
419479070,2012-07-02 08:16:33+00:00, ,2.19706E+17,en,0,0,0,0, ,I'm at Work Pass Services Centre (WPSC) (Singapore) http://t.co/nzmWjq94,S pass
47571546,2012-07-02 07:05:25+00:00, ,2.19688E+17,en,0,0,0,0, ,Great Singapore Sale 2012 - Singapore Flyer Offer! More details =&gt; http://t.co/mWHoegnV,S pass
152982591,2012-08-29 09:55:05+00:00, ,2.40749E+17,en,0,0,0,0, ,RT Travel - Latest:  How to Get S Pass or Employment Pass ¨C Work Permit and Visa Requirements in Singapore http://t.co/J5u3LiuJ,S pass
566340838,2012-08-29 06:17:09+00:00, ,2.40695E+17,en,0,0,0,0, ,I have a spare pass for F1 Grand Prix in Singapore. It's a Zone 4 walkabout for the 3 days with access to all co... http://t.co/PpohJQ5C,S pass
47571546,2012-08-28 06:35:03+00:00, ,2.40337E+17,en,0,0,0,0, ,{Resort World Sentosa} Don't miss it! 3D2N WoW from S$538. More details =&gt; http://t.co/xEvlFu7k,S pass
47571546,2012-08-28 06:10:04+00:00, ,2.4033E+17,en,0,0,0,0, ,Great Singapore Sale 2012 - Singapore Flyer Offer! More details =&gt; http://t.co/AGmsFOBi,S pass
419479070,2012-08-27 06:22:01+00:00, ,2.39971E+17,en,0,0,0,0, ,I'm at Work Pass Services Centre (WPSC) (Singapore) http://t.co/kUlNe6bf,S pass
74117774,2012-08-26 12:11:36+00:00, ,2.39697E+17,en,0,0,0,0, ,In the airplane on the way to Singapore alrdy. Wow! 5 days just pass like that! Fast to the max! It's too fast alrdy!,S pass
47571546,2012-08-24 06:10:03+00:00, ,2.38881E+17,en,0,0,0,0, ,Great Singapore Sale 2012 - Singapore Flyer Offer! More details =&gt; http://t.co/F5AGCXdH,S pass
620200783,2012-08-24 05:09:18+00:00, ,2.38866E+17,en,0,0,0,0, ,"Company director fined $15,000 for breaching Work Pass regulations: SINGAPORE: A company director was fined S$15... http://t.co/0dohoyMt",S pass
392014694,2012-08-24 05:09:18+00:00, ,2.38866E+17,en,0,0,0,0, ,"Company director fined $15,000 for breaching Work Pass regulations: SINGAPORE: A company director was fined S$15... http://t.co/u7QIlMXB",S pass
27360389,2012-08-24 05:09:16+00:00, ,2.38866E+17,en,0,0,0,0, ,"Company director fined $15,000 for breaching Work Pass regulations: SINGAPORE: A company director was fined S$15... http://t.co/zjEJD6Rc",S pass
440813260,2012-08-23 23:34:53+00:00, ,2.38781E+17,en,0,0,0,0, ,I'm at Bus Stop 95139 (Police Pass Office) (Singapore) http://t.co/jUhot2E,S pass
47571546,2012-08-23 12:40:07+00:00, ,2.38617E+17,en,0,0,0,0, ,Enjoy S$2 entry fee to 'The Maritime Experiential Museum' with your Universal Studios Singapore - 1 Day Pass.http://t.co/WczeVWxj,S pass
419479070,2012-08-23 06:37:31+00:00, ,2.38525E+17,en,0,0,0,0, ,I'm at Work Pass Services Centre (WPSC) (Singapore) http://t.co/GcqtZ3lk,S pass
440813260,2012-08-22 23:21:31+00:00, ,2.38416E+17,en,0,0,0,0, ,I'm at Bus Stop 95139 (Police Pass Office) (Singapore) http://t.co/bObWn7s,S pass
369448701,2012-08-22 18:46:30+00:00, ,2.38346E+17,en,0,0,1,0, ,@aliana870615 he's coming to singapore for the fanmeet ^^ haha so can pass to him because i got the autograph pass :),S pass
47571546,2012-08-22 12:40:07+00:00, ,2.38254E+17,en,0,0,0,0, ,Enjoy S$2 entry fee to 'The Maritime Experiential Museum' with your Universal Studios Singapore - 1 Day Pass. More details =&gt;...,S pass
47571546,2012-08-22 12:35:05+00:00, ,2.38253E+17,en,0,0,0,0, ,{Resort World Sentosa} Don't miss it! 3D2N WoW from S$538. More details =&gt; http://t.co/TzmL4Szs,S pass
419479070,2012-08-22 06:54:28+00:00, ,2.38167E+17,en,0,0,0,0, ,I'm at Work Pass Services Centre (WPSC) (Singapore) http://t.co/7lZCme11,S pass
47571546,2012-08-22 06:10:03+00:00, ,2.38156E+17,en,0,0,0,0, ,Great Singapore Sale 2012 - Singapore Flyer Offer! More details =&gt; http://t.co/zZ2tY97u,S pass
41669636,2012-08-21 13:30:56+00:00, ,2.37905E+17,en,0,0,0,0, ,China &amp; Singapore invest $1 Bln in Cheniere's planned Sabine Pass LNG liqifaction capacity in TX http://t.co/KJ2MCRR1 via @YahooFinance,S pass
47571546,2012-08-20 13:30:05+00:00, ,2.37542E+17,en,0,0,0,0, ,{Resort World Sentosa} Don't miss it! 3D2N WoW from S$538. More details =&gt; http://t.co/pQjX3p76,S pass
47571546,2012-08-20 12:40:06+00:00, ,2.37529E+17,en,0,0,0,0, ,Enjoy S$2 entry fee to 'The Maritime Experiential Museum' with your Universal Studios Singapore - 1 Day Pass. More details =&gt;...,S pass
156470135,2012-08-20 04:29:09+00:00, ,2.37406E+17,tl,0,0,0,0, ,Pass by.. (@ CitraLand 'the SINGAPORE of SURABAYA') http://t.co/JvzICXxg,S pass
20386834,2012-08-18 17:52:11+00:00, ,2.36883E+17,en,0,0,0,1, ,RT @LucyMbabazi: @mukizaedwin Great book - I loved it!  He's still attacked today - Yet Singapore leads on most indicators! It'll Pass!  ...,S pass
169966568,2012-08-18 17:40:37+00:00, ,2.3688E+17,en,0,0,1,1, ,@mukizaedwin Great book - I loved it!  He's still attacked today - Yet Singapore leads on most indicators! It'll Pass! @ibingira @mwasa,S pass
47571546,2012-08-18 12:40:04+00:00, ,2.36805E+17,en,0,0,0,0, ,Enjoy S$2 entry fee to 'The Maritime Experiential Museum' with your Universal Studios Singapore - 1 Day Pass. More details =&gt;...,S pass
520498821,2012-08-18 10:11:24+00:00, ,2.36767E+17,en,0,0,0,0, ,I'm at Bus Stop 95139 (Police Pass Office) (Singapore) http://t.co/c3A01CH8,S pass
342732687,2012-08-18 06:49:06+00:00, ,2.36716E+17,en,0,0,0,0, ,http://t.co/Aejrk57m - 6D Motion Ride Experience + Singapore Flyer (Full Day Pass) + Entry to http://t.co/auYKIYhA,S pass
14695043,2012-08-17 19:55:09+00:00, ,2.36552E+17,en,0,0,0,0, ,"Thanks, @roarfrom34. It's definitely an opportunity I couldn't pass up. That will double as my 27-hour travel mantra. #Singapore",S pass
419479070,2012-08-17 08:06:45+00:00, ,2.36373E+17,en,0,0,0,0, ,I'm at Work Pass Services Centre (WPSC) (Singapore) http://t.co/MX5z2sEA,S pass
342518684,2012-08-16 15:19:20+00:00, ,2.3612E+17,en,0,0,0,0, ,"""Back in my country, my president is trying to pass a gun ban, so he's staging all of these murders,¡± says Musta... http://t.co/dQGOu4D2",S pass
419479070,2012-08-16 07:52:23+00:00, ,2.36007E+17,en,0,0,0,0, ,I'm at Work Pass Services Centre (WPSC) (Singapore) http://t.co/Bg1XZ3Mf,S pass
47571546,2012-08-16 06:10:03+00:00, ,2.35982E+17,en,0,0,0,0, ,Great Singapore Sale 2012 - Singapore Flyer Offer! More details =&gt; http://t.co/ppgEc142,S pass
424302984,2012-08-15 22:32:59+00:00, ,2.35867E+17,en,0,0,0,0, ,Dave Mustaine: Obama 'Staged' Aurora To Pass Gun Ban: During a recent show in Singapore during Megadeth's "Th1rt... http://t.co/TUmbAJu2,S pass
321213484,2012-08-15 22:32:58+00:00, ,2.35867E+17,en,0,0,0,0, ,Dave Mustaine: Obama 'Staged' Aurora To Pass Gun Ban: During a recent show in Singapore during Megadeth's "Th1rt... http://t.co/BsUZPFa0,S pass
441409741,2012-08-15 22:32:57+00:00, ,2.35867E+17,en,0,0,0,0, ,Dave Mustaine: Obama 'Staged' Aurora To Pass Gun Ban: During a recent show in Singapore during Megadeth's "Th1rt... http://t.co/ssdHUNje,S pass
164325426,2012-08-15 22:28:20+00:00, ,2.35866E+17,en,0,0,0,0, ,Dave Mustaine: Obama 'Staged' Aurora To Pass Gun Ban: During a recent show in Singapore during Megadeth's "Th1rt3en... http://t.co/TAwxZGAi,S pass
175618029,2012-08-15 22:28:20+00:00, ,2.35866E+17,en,0,0,0,0, ,Dave Mustaine: Obama 'Staged' Aurora To Pass Gun Ban: During a recent show in Singapore during Megadeth's "Th1rt3en... http://t.co/kbbfVWU9,S pass
47571546,2012-08-15 06:10:04+00:00, ,2.35619E+17,en,0,0,0,0, ,Great Singapore Sale 2012 - Singapore Flyer Offer! More details =&gt; http://t.co/7sH7FiMz,S pass
273446132,2012-08-15 01:00:15+00:00, ,2.35541E+17,en,0,0,0,0, ,#atCrazy.com Singapore Flyer: ONLY S$35 nett for Singapore Flyer Ride (Full day Pass) + XD ... http://t.co/65DR6ALU,S pass
502993493,2012-08-15 00:32:31+00:00, ,2.35534E+17,en,0,0,0,0, ,Fast Deal Alert !!! Latest Deals Now! Singapore Flyer: ONLY S$35 nett for Singapore Flyer Ride (Full day Pass) + XD... http://t.co/Pu4KZ92w,S pass
176876229,2012-08-14 14:09:48+00:00, ,2.35378E+17,en,0,0,1,0, ,Muahaaalll :P RT @de__Vina: Just info @neL__La @vinc_27 @MichaelAntonius 1 day Non-peak Pass S$68 / Adult http://t.co/uEDCB5hh,S pass
75560475,2012-08-14 14:08:03+00:00, ,2.35377E+17,en,0,0,0,0, ,Just info @neL__La @vinc_27 @MichaelAntonius 1 day Non-peak Pass S$68 / Adult http://t.co/j5iSRjWn,S pass
47571546,2012-08-14 12:40:07+00:00, ,2.35355E+17,en,0,0,0,0, ,Enjoy S$2 entry fee to 'The Maritime Experiential Museum' with your Universal Studios Singapore - 1 Day Pass. More details =&gt;...,S pass
419479070,2012-08-14 08:13:08+00:00, ,2.35288E+17,en,0,0,0,0, ,I'm at Work Pass Services Centre (WPSC) (Singapore) http://t.co/NjPoQ2JN,S pass
419479070,2012-08-13 06:31:54+00:00, ,2.349E+17,en,0,0,0,0, ,I'm at Work Pass Services Centre (WPSC) (Singapore) http://t.co/LL4mGNa1,S pass
47571546,2012-08-13 06:10:02+00:00, ,2.34895E+17,en,0,0,0,0, ,Great Singapore Sale 2012 - Singapore Flyer Offer! More details =&gt; http://t.co/TML04v4D,S pass
197049758,2012-08-12 03:49:50+00:00, ,2.34497E+17,en,0,0,0,0, ,@AndreaLosherrr_ don't pass O's = no need live in Singapore alr. So academics is impt ?,S pass
73952095,2012-08-11 03:03:09+00:00, ,2.34123E+17,en,0,0,0,0, ,I'm at Ministry of Manpower Employment Pass Services Center (Singapore) http://t.co/j6P2XOXS,S pass
41529255,2012-08-09 16:14:51+00:00, ,2.33597E+17,en,1,0,0,0, ,@sophiesumner ooh pass by the philippines! singapore's not far from here ª÷,S pass
47571546,2012-08-09 12:40:05+00:00, ,2.33543E+17,en,0,0,0,0, ,Enjoy S$2 entry fee to 'The Maritime Experiential Museum' with your Universal Studios Singapore - 1 Day Pass. More details =&gt;...,S pass
301402940,2012-08-09 12:31:55+00:00, ,2.33541E+17,en,0,0,0,0, ,Can someone just pass the jump hang for Sasuke Singapore? I mean that's not very hard in Ninja Warrior... A lot of people pass it..,S pass
320319959,2012-08-09 11:07:15+00:00, ,2.3352E+17,en,0,0,0,0, ,I swear Singapore's bloody small. The airplane fly pass the parade and I can hear it fly pass my house in a minute.,S pass
452748637,2012-08-09 11:03:57+00:00, ,2.33519E+17,en,0,0,0,0, ,"""@xrtjhx: Oooohhhh just saw the Chinook with the big Singapore flag flying pass my granddad's place! It was so near! Cool! :)""",S pass
144181403,2012-08-09 10:59:25+00:00, ,2.33518E+17,en,1,0,0,0, ,Oooohhhh just saw the Chinook with the big Singapore flag flying pass my granddad's place! It was so near! Cool! :),S pass
254082474,2012-08-09 10:45:24+00:00, ,2.33514E+17,en,0,0,1,0, ,"Haha singapore flag fly pass,everyone crowds to the river's egge XD",S pass
14124177,2012-08-09 08:10:26+00:00, ,2.33475E+17,en,0,0,0,0, ,"Whatever my political views of Singapore, I'm still pretty proud of my BIL's 3rd involvement in the NDP fly pass. http://t.co/W5niZrV0",S pass
47571546,2012-08-09 06:10:03+00:00, ,2.33445E+17,en,0,0,0,0, ,Great Singapore Sale 2012 - Singapore Flyer Offer! More details =&gt; http://t.co/wsVlQ70I,S pass
24144543,2012-08-08 21:24:34+00:00, ,2.33313E+17,en,0,0,0,0, ,[twitterfeed] What Will You Think Will Happen To Singapore's Future If Mr Lee Ky Pass On.... http://t.co/dz6kJLbJ,S pass
226080784,2012-08-08 12:08:27+00:00, ,2.33173E+17,en,0,0,1,1, ,Whether or not LKY has pass away..let's just wait till tmr to find out..I believe they do not want to dampen the mood of singapore bday..,S pass
419479070,2012-08-08 08:16:33+00:00, ,2.33114E+17,en,0,0,0,0, ,I'm at Work Pass Services Centre (WPSC) (Singapore) http://t.co/Db7NSDvg,S pass
439177668,2012-08-08 02:22:55+00:00, ,2.33025E+17,en,0,0,1,0, ,@joannaxjjong I HOPE ITS NOT TRUE. SINGAPORE'S FOUNDING FATHER CANNOT PASS AWAY!!!!! NOT ON THE EVE OF NATIONAL DAY!!!,S pass
9870582,2012-08-07 16:42:04+00:00, ,2.32879E+17,en,0,0,0,0, ,"""Nana¡ªthere's the Singapore!"" ""Oh, would you look at it! I was hoping we'd pass by. It looks so good! Thanks guys."" Gotta love Nana. #CM2012",S pass
47571546,2012-08-07 06:10:02+00:00, ,2.3272E+17,en,0,0,0,0, ,Great Singapore Sale 2012 - Singapore Flyer Offer! More details =&gt; http://t.co/SDVF0V90,S pass
47571546,2012-08-06 12:41:16+00:00, ,2.32456E+17,en,0,0,0,0, ,Enjoy S$2 entry fee to 'The Maritime Experiential Museum' with your Universal Studios Singapore - 1 Day Pass. More details =&gt;...,S pass
410545067,2012-08-06 08:16:38+00:00, ,2.3239E+17,en,0,0,0,0, ,"I'm at Home Team Academy (Maingate/Pass Office) (Choa Chu Kang, Singapore) http://t.co/0BzRDp7w",S pass
419479070,2012-08-06 07:15:53+00:00, ,2.32374E+17,en,0,0,0,0, ,I'm at Work Pass Services Centre (WPSC) (Singapore) http://t.co/88hrVhhC,S pass
31037596,2012-08-06 06:44:12+00:00, ,2.32366E+17,en,0,0,0,0, ,I'm at Ministry of Manpower Employment Pass Services Center (Singapore) http://t.co/aPkLKbJ,S pass
205680907,2012-08-05 22:06:18+00:00, ,2.32236E+17,en,0,0,0,0, ,"I'm at Home Team Academy (Maingate/Pass Office) (Choa Chu Kang, Singapore) http://t.co/CDSvn45",S pass
26009746,2012-08-05 15:51:30+00:00, ,2.32142E+17,en,0,0,2,0, ,Is it true? Rumors on Twitter are speculating if Singapore's former Prime Minister Mentor has pass away :O,S pass
425642631,2012-08-05 07:51:39+00:00, ,2.32021E+17,en,0,0,0,0, ,"As years pass by, there's lesser and lesser singapore flags hanging outside HDB.",S pass
30666402,2012-08-05 02:19:28+00:00, ,2.31937E+17,en,0,0,0,0, ,"So apparently I'm here now, been asked to pass USS tix for a couple. Sigh. (@ Universal Studios Singapore w/ 5 others) http://t.co/RD5n7WS",S pass
109288650,2012-08-04 01:34:32+00:00, ,2.31564E+17,en,0,0,0,0, ,Our jumbo starting from #redang to #singapore. After 11 years freq traveller it's my first handwritten boarding pass http://t.co/WhnG6Xdk,S pass
47571546,2012-08-03 06:10:32+00:00, ,2.31271E+17,en,0,0,0,0, ,Great Singapore Sale 2012 - Singapore Flyer Offer! More details =&gt; http://t.co/udm28n65,S pass
16095521,2012-08-02 16:15:03+00:00, ,2.31061E+17,en,0,0,2,0, ,@shilpiiz they say they eat 6 times a day in Singapore :D It's called their "time-pass" haha,S pass
371283333,2012-08-02 12:40:07+00:00, ,2.31006E+17,en,0,0,0,0, ,@lineabjerkeR5 @f_lero @louis_tomlinson no it's warm here. Pass on the cold to Singapore pls.,S pass
347786295,2012-08-02 10:30:57+00:00, ,2.30974E+17,en,0,0,0,0, ,I still remember someone once promised that he's going to bring me all over singapore once he pass his driving licence~,S pass
177576347,2012-08-01 13:10:19+00:00, ,2.30652E+17,en,0,0,0,16, ,RT @SG_Teens: This is to assure everyone that the $55 USS one-day pass is real! It's featured on NUStyle website -&gt; http://t.co/6yhr0 ...,S pass
83603735,2012-08-01 13:03:19+00:00, ,2.3065E+17,en,0,0,0,16, ,RT @SG_Teens: This is to assure everyone that the $55 USS one-day pass is real! It's featured on NUStyle website -&gt; http://t.co/6yhr0 ...,S pass
130806152,2012-08-01 10:32:25+00:00, ,2.30612E+17,en,0,0,0,16, ,RT @SG_Teens: This is to assure everyone that the $55 USS one-day pass is real! It's featured on NUStyle website -&gt; http://t.co/6yhr0 ...,S pass
419479070,2012-08-01 07:16:56+00:00, ,2.30563E+17,en,0,0,0,0, ,I'm at Work Pass Services Centre (WPSC) (Singapore) http://t.co/KAgWL4uK,S pass
47571546,2012-08-01 06:10:34+00:00, ,2.30546E+17,en,0,0,0,0, ,Great Singapore Sale 2012 - Singapore Flyer Offer! More details =&gt; http://t.co/IoFeG2w1,S pass
325986289,2012-08-01 02:18:38+00:00, ,2.30488E+17,en,0,0,0,16, ,This is to assure everyone that the $55 USS one-day pass is real! It's featured on NUStyle website -&gt; http://t.co/6yhr05tb see &amp; share!!,S pass
196629226,2012-09-29 19:34:42+00:00, ,2.52129E+17,en,0,0,1,0, ,@enirehtacboey Hmm let's work hard together! Strive for the best! Team singapore can do it! Tough time will pass! ?,S pass
494913849,2012-09-29 14:35:08+00:00, ,2.52054E+17,en,0,0,0,0, ,"Just realised that my Visitor's Pass in Singapore expires today. And I miss Singapore, so much, so much. I miss APEC and Singapore, so much.",S pass
341468807,2012-09-28 14:57:18+00:00, ,2.51697E+17,en,0,0,0,0, ,"Singapore Tourist Pass - Singapore Message Board - TripAdvisor: On TripAdvisor's Singapore travel forum, travell... http://t.co/DERrAfVl",S pass
318555989,2012-09-28 10:41:24+00:00, ,2.51633E+17,en,0,0,0,0, ,"went to collect my ticket, it's not media pass..coz there is no media allocation  @ Singapore Indoor Stadium http://t.co/c3dsSpMt",S pass
419479070,2012-09-28 07:45:54+00:00, ,2.51589E+17,en,0,0,0,0, ,I'm at Work Pass Services Centre (WPSC) (Singapore) http://t.co/v7xCan9k,S pass
327172266,2012-09-28 07:13:38+00:00, ,2.5158E+17,en,0,0,0,5, ,"RT @sgwritersfest: BTW, Early Bird ticket sales end TONIGHT ¨C it¡¯s your last chance to get a Festival Pass for just $10.  http://t.co/7r ...",S pass
18618770,2012-09-28 06:54:07+00:00, ,2.51575E+17,en,0,0,0,5, ,"RT @sgwritersfest: BTW, Early Bird ticket sales end TONIGHT ¨C it¡¯s your last chance to get a Festival Pass for just $10.  http://t.co/7r ...",S pass
50500977,2012-09-28 06:50:13+00:00, ,2.51575E+17,en,0,0,0,5, ,"RT @sgwritersfest: BTW, Early Bird ticket sales end TONIGHT ¨C it¡¯s your last chance to get a Festival Pass for just $10.  http://t.co/7r ...",S pass
21842641,2012-09-28 06:49:43+00:00, ,2.51574E+17,en,0,0,0,5, ,"RT @sgwritersfest: BTW, Early Bird ticket sales end TONIGHT ¨C it¡¯s your last chance to get a Festival Pass for just $10.  http://t.co/7r ...",S pass
30822990,2012-09-28 06:48:37+00:00, ,2.51574E+17,en,0,0,0,5, ,"BTW, Early Bird ticket sales end TONIGHT ¨C it¡¯s your last chance to get a Festival Pass for just $10.  http://t.co/7rKLPfZQ",S pass
140383878,2012-09-27 20:08:57+00:00, ,2.51413E+17,en,0,0,0,0, ,Singapore educators visit Lindale Middle School: Though 99 percent of Singapore&amp;#039;s students pass national ex... http://t.co/0m7bxN7k,S pass
205298307,2012-09-27 19:53:21+00:00, ,2.51409E+17,en,0,0,0,0, ,DTN Singapore: Singapore educators visit Lindale Middle School: Though 99 percent of Singapore's students pass n... http://t.co/fu5N09ic,S pass
573693550,2012-09-27 10:08:47+00:00, ,2.51262E+17,en,0,0,0,0, ,40 Singapore foods we can't live without. That's quite a big list. Not sure how many of those items I'd pass up. http://t.co/1nxMBL9Q,S pass
419479070,2012-09-27 06:27:09+00:00, ,2.51206E+17,en,0,0,0,0, ,I'm at Work Pass Services Centre (WPSC) (Singapore) http://t.co/f5SXhdWH,S pass
635828913,2012-09-26 20:58:49+00:00, ,2.51063E+17,en,0,0,0,13, ,"RT @Totalbiscuit: Bulgaria holding it's place as my 18th largest demographic and is on course to pass Brazil, Russia, Singapore and Port ...",S pass
821207768,2012-09-26 18:08:16+00:00, ,2.5102E+17,en,0,0,0,13, ,"RT @Totalbiscuit: Bulgaria holding it's place as my 18th largest demographic and is on course to pass Brazil, Russia, Singapore and Port ...",S pass
414986690,2012-09-26 17:31:16+00:00, ,2.51011E+17,en,0,0,0,13, ,"RT @Totalbiscuit: Bulgaria holding it's place as my 18th largest demographic and is on course to pass Brazil, Russia, Singapore and Port ...",S pass
430341109,2012-09-26 17:20:45+00:00, ,2.51008E+17,en,0,0,0,13, ,"RT @Totalbiscuit: Bulgaria holding it's place as my 18th largest demographic and is on course to pass Brazil, Russia, Singapore and Port ...",S pass
550224428,2012-09-26 17:18:50+00:00, ,2.51008E+17,en,0,0,0,13, ,"RT @Totalbiscuit: Bulgaria holding it's place as my 18th largest demographic and is on course to pass Brazil, Russia, Singapore and Port ...",S pass
419804293,2012-09-26 17:16:02+00:00, ,2.51007E+17,en,0,0,0,13, ,"RT @Totalbiscuit: Bulgaria holding it's place as my 18th largest demographic and is on course to pass Brazil, Russia, Singapore and Port ...",S pass
557251280,2012-09-26 17:10:12+00:00, ,2.51006E+17,en,0,0,0,13, ,"RT @Totalbiscuit: Bulgaria holding it's place as my 18th largest demographic and is on course to pass Brazil, Russia, Singapore and Port ...",S pass
726438727,2012-09-26 17:09:54+00:00, ,2.51006E+17,en,0,0,0,13, ,"RT @Totalbiscuit: Bulgaria holding it's place as my 18th largest demographic and is on course to pass Brazil, Russia, Singapore and Port ...",S pass
821198048,2012-09-26 17:08:31+00:00, ,2.51005E+17,en,0,0,0,13, ,"RT @Totalbiscuit: Bulgaria holding it's place as my 18th largest demographic and is on course to pass Brazil, Russia, Singapore and Port ...",S pass
187455562,2012-09-26 17:07:07+00:00, ,2.51005E+17,en,0,0,0,13, ,"RT @Totalbiscuit: Bulgaria holding it's place as my 18th largest demographic and is on course to pass Brazil, Russia, Singapore and Port ...",S pass
187005887,2012-09-26 17:03:24+00:00, ,2.51004E+17,en,0,0,0,13, ,"RT @Totalbiscuit: Bulgaria holding it's place as my 18th largest demographic and is on course to pass Brazil, Russia, Singapore and Port ...",S pass
9528692,2012-09-26 17:01:52+00:00, ,2.51004E+17,en,0,0,0,13, ,"RT @Totalbiscuit: Bulgaria holding it's place as my 18th largest demographic and is on course to pass Brazil, Russia, Singapore and Port ...",S pass
16747981,2012-09-26 16:58:23+00:00, ,2.51003E+17,en,11,0,19,13, ,"Bulgaria holding it's place as my 18th largest demographic and is on course to pass Brazil, Russia, Singapore and Portugal soon :o",S pass
419479070,2012-09-26 07:38:41+00:00, ,2.50862E+17,en,0,0,0,0, ,I'm at Work Pass Services Centre (WPSC) (Singapore) http://t.co/yrEOV1io,S pass
324362365,2012-09-25 14:11:58+00:00, ,2.50599E+17,en,0,0,1,0, ,Thks for all who trend #Zhonglun &amp; #YuanShuai . He's currently not in Singapore so unable to access to twitter... YSFG has pass mg to him,S pass
211088901,2012-09-25 07:00:22+00:00, ,2.5049E+17,en,0,0,0,0, ,"How far would your S$59 take you? With today's #deal, you get to enjoy 1 Day #LEGOLAND Theme Park Pass &amp; more! http://t.co/m3GczGJ2",S pass
182768719,2012-09-25 01:46:52+00:00, ,2.50411E+17,en,0,0,0,0, ,Just pass by the Facebook Singapore office. AND IT'S COOL,S pass
